Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644,train,1.0029791841441567,High Sales,4
NCB30,12.6,Non-Consumable,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352,train,0.8588781859041477,High Sales,28
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,train,0.9334195363385648,High Sales,4
NCM43,14.5,Non-Consumable,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,train,0.8745633861423516,Low Sales,9
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,train,0.9300661617477183,High Sales,6
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,train,0.9242293566858494,Medium Sales,26
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,train,1.050188369323889,High Sales,26
FDI32,17.7,Low Fat,0.291865402,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,train,1.4797657517933827,High Sales,15
FDR47,17.85,Low Fat,0.0853547126,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,train,0.909090909090909,High Sales,15
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,Small,Tier 2,Supermarket Type1,1010.6844,train,0.8765027642551428,High Sales,11
NCU05,11.8,Non-Consumable,0.098312421,Health and Hygiene,81.4618,OUT010,1998,Small,Tier 3,Grocery Store,161.1236,train,1.556014400369685,Low Sales,15
DRY23,12.6,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112,train,1.614810591823397,Low Sales,28
FDO24,11.1,Low Fat,0.176573035,Baking Goods,157.4604,OUT045,2002,Small,Tier 2,Supermarket Type1,3010.7476,train,0.9620429213503375,Low Sales,11
FDQ28,12.6,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584,train,0.8675537159031228,Medium Sales,28
FDV39,11.3,Low Fat,0.007294652,Meat,198.1426,OUT045,2002,Small,Tier 2,Supermarket Type1,988.713,train,1.0136095176709476,Medium Sales,11
NCO17,12.6,Non-Consumable,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,train,1.66158138729929,Low Sales,28
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112,train,1.014538423093149,High Sales,26
FDT12,12.6,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302,train,0.9344755748620249,Low Sales,28
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,train,0.9529708288112344,High Sales,4
FDO08,12.6,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104,train,1.5263660654326803,High Sales,28
NCW29,14,Non-Consumable,0.028907832,Health and Hygiene,130.431,OUT049,1999,Medium,Tier 1,Supermarket Type1,778.986,train,0.8760887780212524,Low Sales,14
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,Small,Tier 2,Supermarket Type1,2336.958,train,0.9349382553015971,Medium Sales,11
NCB19,6.525,Non-Consumable,0.090436094,Household,85.0882,OUT049,1999,Medium,Tier 1,Supermarket Type1,2233.0932,train,0.9237238358273694,High Sales,14
FDV15,10.3,Low Fat,0.146399712,Meat,103.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1661.8368,train,0.9237238319507569,Medium Sales,14
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224,train,0.8732632545533564,High Sales,14
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,Small,Tier 2,Supermarket Type1,3124.5994,train,0.9266904971470526,High Sales,11
FDT43,16.35,Low Fat,0.020631654,Fruits and Vegetables,50.1324,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916,train,0.878292055660215,High Sales,4
NCX06,12.6,Non-Consumable,0.01561108,Household,182.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,5070.7328,train,0.8704929095813483,High Sales,28
FDT20,10.5,Low Fat,0.041395445,Fruits and Vegetables,37.6164,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296,train,0.9296325980403759,High Sales,16
FDB41,19,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078,train,0.8747287957135111,Medium Sales,16
NCN55,14.6,Non-Consumable,0.059582996,Others,238.8538,OUT049,1999,Medium,Tier 1,Supermarket Type1,6008.845,train,0.9344762885152379,Low Sales,14
FDE40,12.6,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596,train,0.9207846271350995,High Sales,28
FDX49,12.6,Regular,0.101338651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69,train,0.9946778264859067,High Sales,28
NCM53,18.75,Non-Consumable,0.052146456,Health and Hygiene,104.628,OUT045,2002,Small,Tier 2,Supermarket Type1,745.696,train,0.93151792990204,Low Sales,11
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,train,0.8708658809596564,Low Sales,9
FDN57,18.25,Low Fat,0.054344186,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,train,0.9241603485727962,High Sales,11
FDI24,12.6,Low Fat,0.078362484,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,train,0.9178236833668947,Low Sales,28
FDI19,15.1,Low Fat,0.052339069,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,train,0.9265119554752591,Medium Sales,16
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,train,1.55601440687785,Low Sales,15
FDG52,13.65,Low Fat,0.065732883,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,train,1.0006230405301118,Medium Sales,14
DRF36,16.1,Low Fat,0.023625114,Soft Drinks,189.3846,OUT045,2002,Small,Tier 2,Supermarket Type1,3630.6074,train,0.9315179356850788,Low Sales,11
FDS45,12.6,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,train,1.5315371936692916,High Sales,28
FDX40,12.85,Low Fat,0.165694219,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,train,1.4585769501324788,Medium Sales,15
DRK12,9.5,Low Fat,0.041878397,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,train,1.0113668478235105,Low Sales,9
DRC27,13.8,Low Fat,0.058091482,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,train,0.8745633898078159,High Sales,9
FDL58,5.78,Regular,0.0773112238,Snack Foods,263.7568,OUT017,2007,Small,Tier 2,Supermarket Type1,2636.568,train,0.909090909090909,High Sales,6
NCD30,19.7,Non-Consumable,0.026903714,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,train,0.9344170294145338,High Sales,11
NCZ54,14.65,Non-Consumable,0.0813447597,Household,161.5552,OUT010,1998,Small,Tier 3,Grocery Store,324.9104,train,0.9090909090909091,High Sales,15
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,train,1.5620074706004081,High Sales,15
FDR44,6.11,Regular,0.09157041555555556,Fruits and Vegetables,131.2968,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,train,0.9000000000000001,High Sales,15
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,train,1.5560143938388797,Medium Sales,15
FDX15,17.2,Low Fat,0.15616879,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,train,0.9982383500644568,Medium Sales,26
FDA39,6.32,Low Fat,0.011040999499999999,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1,1139.1838,train,0.8333333333333333,Medium Sales,9
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,train,0.8850525230969177,Low Sales,14
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,train,0.8796766119655859,Low Sales,6
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,train,0.8710305849920305,Medium Sales,16
FDT25,7.5,Low Fat,0.051038045,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,train,0.8796766155939331,High Sales,6
DRJ13,12.65,Low Fat,0.062837968,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,train,0.9288589854817186,Low Sales,26
NCO07,12.6,Non-Consumable,0.017116983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,train,1.6148106140981398,Low Sales,28
FDW20,20.75,Low Fat,0.024129332,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,train,0.9322695468390518,High Sales,26
DRF27,12.6,Low Fat,0.049754975,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,train,1.6148105858812485,High Sales,28
FDS49,9,Low Fat,0.07721649277777778,Canned,79.7644,OUT035,2004,Small,Tier 2,Supermarket Type1,1649.8524,train,0.9,High Sales,9
FDX25,12.6,Low Fat,0.101561568,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,train,1.0607574254827228,High Sales,28
NCX42,12.6,Non-Consumable,0.005949644,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,train,0.9178237065234705,High Sales,28
FDG33,12.6,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,train,0.870492878994874,High Sales,28
FDL56,14.1,Low Fat,0.126035694,Fruits and Vegetables,86.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574,train,0.9241603432989562,High Sales,11
FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,train,0.9988808467785639,High Sales,9
NCD06,13,Non-Consumable,0.099325278,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,train,0.9222899126493381,High Sales,16
DRM47,12.6,Low Fat,0.04357366,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,train,0.9251308182990382,Medium Sales,28
FDS46,12.6,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,train,1.61481058939147,High Sales,28
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,train,0.8740008676088028,High Sales,26
FDX21,12.6,Low Fat,0.084554569,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,train,0.870492877257517,High Sales,28
NCU05,12.6,Non-Consumable,0.058451805,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,train,0.9251308164570655,Low Sales,28
NCR38,17.25,Non-Consumable,0.113748685,Household,251.3724,OUT045,2002,Small,Tier 2,Supermarket Type1,6795.1548,train,0.9241603485949123,High Sales,11
NCR18,15.85,Non-Consumable,0.020603511,Household,42.7112,OUT017,2007,Small,Tier 2,Supermarket Type1,639.168,train,1.0047208774941259,High Sales,6
NCU41,18.85,Non-Consumable,0.052044976,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,train,0.9294568228249104,Low Sales,9
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,train,0.8796766183746416,High Sales,6
DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,train,0.9248242060931966,High Sales,9
FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,train,0.929456772139558,High Sales,9
FDY25,12,Low Fat,0.033946163,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,train,1.0141736636442533,High Sales,26
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,train,0.9221155208157991,High Sales,9
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,train,0.9237238291767563,Medium Sales,14
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,OUT017,2007,Small,Tier 2,Supermarket Type1,5259.82,train,0.9275067682026313,Medium Sales,6
DRF15,12.6,Low Fat,0.058153409,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,train,1.5256483354518353,High Sales,28
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,train,0.9286023019624825,High Sales,4
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,train,0.9237238330945347,High Sales,14
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,train,0.9982383511881217,High Sales,26
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,3779.0808,train,0.9273093912852362,High Sales,11
FDQ04,12.6,Low Fat,0.148392623,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,train,1.5260667100097534,Medium Sales,28
FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.662,train,0.8796766140909912,High Sales,6
NCI17,8.645,Non-Consumable,0.143303291,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,train,0.9242293584519503,Low Sales,26
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,Small,Tier 2,Supermarket Type1,1687.803,train,0.8765027676307248,Medium Sales,11
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,OUT017,2007,Small,Tier 2,Supermarket Type1,4655.9394,train,0.8796766150349392,Low Sales,6
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,train,0.9288589687622343,Medium Sales,26
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,train,0.9221155171880653,Low Sales,9
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,train,1.0172799147779095,Medium Sales,6
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,train,0.9241603470477054,High Sales,11
FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,train,0.8852803769322726,Medium Sales,11
NCR54,16.35,Non-Consumable,0.090486828,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,train,0.9240453362428582,High Sales,26
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,train,0.9982383454996631,Medium Sales,26
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,train,0.9982383389253316,Low Sales,26
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,OUT017,2007,Small,Tier 2,Supermarket Type1,308.9312,train,0.9299777995777229,High Sales,6
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,train,0.8740008676956751,Medium Sales,26
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,train,1.0140923391842127,Medium Sales,16
FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,train,0.9288589881354257,High Sales,26
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,train,0.9288589857726305,High Sales,26
FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,train,0.933087570717523,High Sales,9
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,train,0.9222899094965641,High Sales,16
FDH19,12.6,Low Fat,0.03292824,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298.4996,train,0.9178236980226446,Medium Sales,28
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,7452.9652,train,1.1217657820449003,High Sales,26
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,Small,Tier 2,Supermarket Type1,450.0808,train,0.8796766169117068,Medium Sales,6
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,OUT010,1998,Small,Tier 3,Grocery Store,500.6816,train,1.5560143998299834,High Sales,15
FDZ10,12.6,Low Fat,0.044248175,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,train,0.8673835754364384,High Sales,28
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,train,0.9285140817525539,High Sales,4
NCZ18,7.825,Non-Consumable,0.186032678,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,train,0.9252575993878325,High Sales,9
NCF07,12.6,Non-Consumable,0.031867464,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,train,0.9942317063470044,High Sales,28
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,OUT017,2007,Small,Tier 2,Supermarket Type1,2277.036,train,0.9634429827892376,Low Sales,6
FDJ08,12.6,Low Fat,0.193772568,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,train,1.614810586070222,High Sales,28
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,train,0.8745633864145879,Medium Sales,9
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,train,1.4448007383471568,High Sales,15
NCD06,13,Non-Consumable,0.099729888,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,train,0.926046939350608,High Sales,4
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,train,0.9221155258126473,High Sales,9
NCT54,8.695,Non-Consumable,0.119721451,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,train,1.013130822212908,High Sales,14
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,OUT045,2002,Small,Tier 2,Supermarket Type1,569.259,train,0.9241603497087073,Low Sales,11
FDM25,12.6,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,train,0.8673442090197672,Medium Sales,28
FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,OUT045,2002,Small,Tier 2,Supermarket Type1,1379.5376,train,0.8765027741690059,High Sales,11
FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,train,0.878292072097997,High Sales,4
FDV60,12.6,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,train,0.8671457748867251,Low Sales,28
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,train,0.9349353491120208,Low Sales,14
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,train,0.9333075338590947,Low Sales,9
NCM31,6.095,Non-Consumable,0.081196619,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,train,0.933025686516824,Low Sales,16
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,train,0.8796766174714683,High Sales,6
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,train,0.9243238451323195,Low Sales,16
FDV13,12.6,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,train,0.9942317022195514,High Sales,28
FDV20,12.6,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,train,1.5265977832228708,High Sales,28
NCQ54,17.7,Non-Consumable,0.012540003,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,train,0.9330366574356924,High Sales,9
FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,train,0.9288173732205792,High Sales,4
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,OUT045,2002,Small,Tier 2,Supermarket Type1,7696.648,train,0.9241603421614242,Low Sales,11
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,OUT017,2007,Small,Tier 2,Supermarket Type1,2775.7202,train,0.8763482196000713,Medium Sales,6
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,OUT045,2002,Small,Tier 2,Supermarket Type1,5317.0788,train,0.9261984002709812,High Sales,11
FDR04,7.075,Low Fat,0.021757498666666666,Frozen Foods,98.0068,OUT018,2009,Medium,Tier 3,Supermarket Type2,874.8612,train,0.8999999999999999,Medium Sales,4
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,train,0.9296325958710085,Low Sales,16
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,train,0.9294568167708253,High Sales,9
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,train,0.929456797546824,High Sales,9
