Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDT20,10.5,Low Fat,0.041395445,37.6164,OUT046,Small,Tier 1,Supermarket Type1,540.6296,0.9296325980403759,High Sales,16
FDB41,19,Regular,0.097313129,48.0718,OUT046,Small,Tier 1,Supermarket Type1,992.7078,0.8747287957135111,Medium Sales,16
NCN55,14.6,Non-Consumable,0.059582996,238.8538,OUT049,Medium,Tier 1,Supermarket Type1,6008.845,0.9344762885152379,Low Sales,14
FDE40,12.6,Regular,0.098663652,62.9194,OUT027,Medium,Tier 3,Supermarket Type3,2105.2596,0.9207846271350995,High Sales,28
FDX49,12.6,Regular,0.101338651,232.63,OUT027,Medium,Tier 3,Supermarket Type3,5359.69,0.9946778264859067,High Sales,28
NCM53,18.75,Non-Consumable,0.052146456,104.628,OUT045,Small,Tier 2,Supermarket Type1,745.696,0.93151792990204,Low Sales,11
FDE36,5.26,Regular,0.041764487,161.8868,OUT035,Small,Tier 2,Supermarket Type1,3275.736,0.8708658809596564,Low Sales,9
FDN57,18.25,Low Fat,0.054344186,140.2154,OUT045,Small,Tier 2,Supermarket Type1,1701.7848,0.9241603485727962,High Sales,11
FDI24,12.6,Low Fat,0.078362484,177.937,OUT027,Medium,Tier 3,Supermarket Type3,6704.606,0.9178236833668947,Low Sales,28
FDI19,15.1,Low Fat,0.052339069,242.7512,OUT046,Small,Tier 1,Supermarket Type1,4119.9704,0.9265119554752591,Medium Sales,16
FDF24,15.5,Regular,0.042464962,81.5934,OUT010,Small,Tier 3,Grocery Store,327.5736,1.55601440687785,Low Sales,15
FDG52,13.65,Low Fat,0.065732883,45.7402,OUT049,Medium,Tier 1,Supermarket Type1,780.9834,1.0006230405301118,Medium Sales,14
DRF36,16.1,Low Fat,0.023625114,189.3846,OUT045,Small,Tier 2,Supermarket Type1,3630.6074,0.9315179356850788,Low Sales,11
FDS45,12.6,Regular,0.051643608,107.3622,OUT019,Small,Tier 1,Grocery Store,317.5866,1.5315371936692916,High Sales,28
FDX40,12.85,Low Fat,0.165694219,39.7164,OUT010,Small,Tier 3,Grocery Store,231.6984,1.4585769501324788,Medium Sales,15
DRK12,9.5,Low Fat,0.041878397,32.99,OUT035,Small,Tier 2,Supermarket Type1,133.16,1.0113668478235105,Low Sales,9
DRC27,13.8,Low Fat,0.058091482,245.1802,OUT035,Small,Tier 2,Supermarket Type1,5650.6446,0.8745633898078159,High Sales,9
FDL58,5.78,Regular,0.0773112238,263.7568,OUT017,Small,Tier 2,Supermarket Type1,2636.568,0.909090909090909,High Sales,6
NCD30,19.7,Non-Consumable,0.026903714,96.0726,OUT045,Small,Tier 2,Supermarket Type1,1272.3438,0.9344170294145338,High Sales,11
NCZ54,14.65,Non-Consumable,0.0813447597,161.5552,OUT010,Small,Tier 3,Grocery Store,324.9104,0.9090909090909091,High Sales,15
FDE10,6.67,Regular,0.150554711,130.0626,OUT010,Small,Tier 3,Grocery Store,131.1626,1.5620074706004081,High Sales,15
FDR44,6.11,Regular,0.09157041555555556,131.2968,OUT010,Small,Tier 3,Grocery Store,260.9936,0.9000000000000001,High Sales,15
FDP28,13.65,Regular,0.134975628,260.0936,OUT010,Small,Tier 3,Grocery Store,260.9936,1.5560143938388797,Medium Sales,15
FDX15,17.2,Low Fat,0.15616879,160.6578,OUT013,High,Tier 3,Supermarket Type1,3690.5294,0.9982383500644568,Medium Sales,26
FDA39,6.32,Low Fat,0.011040999499999999,40.2822,OUT035,Small,Tier 2,Supermarket Type1,1139.1838,0.8333333333333333,Medium Sales,9
FDY24,4.88,Regular,0.133700752,52.9298,OUT049,Medium,Tier 1,Supermarket Type1,1995.4026,0.8850525230969177,Low Sales,14
FDC60,5.425,Regular,0.115119905,88.3514,OUT017,Small,Tier 2,Supermarket Type1,1416.8224,0.8796766119655859,Low Sales,6
FDH28,15.85,Regular,0.110030997,37.2506,OUT046,Small,Tier 1,Supermarket Type1,265.6542,0.8710305849920305,Medium Sales,16
FDT25,7.5,Low Fat,0.051038045,121.7072,OUT017,Small,Tier 2,Supermarket Type1,3552.7088,0.8796766155939331,High Sales,6
DRJ13,12.65,Low Fat,0.062837968,161.5578,OUT013,High,Tier 3,Supermarket Type1,2406.867,0.9288589854817186,Low Sales,26
NCO07,12.6,Non-Consumable,0.017116983,211.956,OUT019,Small,Tier 1,Grocery Store,213.056,1.6148106140981398,Low Sales,28
FDW20,20.75,Low Fat,0.024129332,124.173,OUT013,High,Tier 3,Supermarket Type1,2956.152,0.9322695468390518,High Sales,26
DRF27,12.6,Low Fat,0.049754975,152.134,OUT019,Small,Tier 1,Grocery Store,153.134,1.6148105858812485,High Sales,28
FDS49,9,Low Fat,0.07721649277777778,79.7644,OUT035,Small,Tier 2,Supermarket Type1,1649.8524,0.9,High Sales,9
FDX25,12.6,Low Fat,0.101561568,181.9292,OUT027,Medium,Tier 3,Supermarket Type3,3101.2964,1.0607574254827228,High Sales,28
NCX42,12.6,Non-Consumable,0.005949644,165.6526,OUT027,Medium,Tier 3,Supermarket Type3,4769.1254,0.9178237065234705,High Sales,28
FDG33,12.6,Regular,0.13956116,170.4764,OUT027,Medium,Tier 3,Supermarket Type3,3435.528,0.870492878994874,High Sales,28
FDL56,14.1,Low Fat,0.126035694,86.4198,OUT045,Small,Tier 2,Supermarket Type1,1133.8574,0.9241603432989562,High Sales,11
FDF14,7.55,Low Fat,0.027164679,152.334,OUT035,Small,Tier 2,Supermarket Type1,2603.278,0.9988808467785639,High Sales,9
NCD06,13,Non-Consumable,0.099325278,45.406,OUT046,Small,Tier 1,Supermarket Type1,605.878,0.9222899126493381,High Sales,16
DRM47,12.6,Low Fat,0.04357366,192.8846,OUT027,Medium,Tier 3,Supermarket Type3,2293.0152,0.9251308182990382,Medium Sales,28
FDS46,12.6,Regular,0.082741482,118.7782,OUT019,Small,Tier 1,Grocery Store,119.1782,1.61481058939147,High Sales,28
FDB35,12.3,Regular,0.064565202,92.9804,OUT013,High,Tier 3,Supermarket Type1,1929.4884,0.8740008676088028,High Sales,26
FDX21,12.6,Low Fat,0.084554569,109.8912,OUT027,Medium,Tier 3,Supermarket Type3,2074.6328,0.870492877257517,High Sales,28
NCU05,12.6,Non-Consumable,0.058451805,79.9618,OUT027,Medium,Tier 3,Supermarket Type3,241.6854,0.9251308164570655,Low Sales,28
NCR38,17.25,Non-Consumable,0.113748685,251.3724,OUT045,Small,Tier 2,Supermarket Type1,6795.1548,0.9241603485949123,High Sales,11
NCR18,15.85,Non-Consumable,0.020603511,42.7112,OUT017,Small,Tier 2,Supermarket Type1,639.168,1.0047208774941259,High Sales,6
NCU41,18.85,Non-Consumable,0.052044976,192.1846,OUT035,Small,Tier 2,Supermarket Type1,3248.4382,0.9294568228249104,Low Sales,9
FDY56,16.35,Regular,0.062764429,227.6062,OUT017,Small,Tier 2,Supermarket Type1,7222.5984,0.8796766183746416,High Sales,6
DRJ51,14.1,Low Fat,0.087977262,229.0668,OUT035,Small,Tier 2,Supermarket Type1,3225.1352,0.9248242060931966,High Sales,9
FDK21,7.905,Low Fat,0.010010425,249.0408,OUT035,Small,Tier 2,Supermarket Type1,3755.112,0.929456772139558,High Sales,9
FDY25,12,Low Fat,0.033946163,179.3976,OUT013,High,Tier 3,Supermarket Type1,3440.8544,1.0141736636442533,High Sales,26
FDU44,12.15,Regular,0.058414678,163.4552,OUT035,Small,Tier 2,Supermarket Type1,974.7312,0.9221155208157991,High Sales,9
FDL43,10.1,Low Fat,0.027106459,75.367,OUT049,Medium,Tier 1,Supermarket Type1,535.969,0.9237238291767563,Medium Sales,14
FDF05,17.5,Low Fat,0.027022883,262.491,OUT017,Small,Tier 2,Supermarket Type1,5259.82,0.9275067682026313,Medium Sales,6
DRF15,12.6,Low Fat,0.058153409,152.034,OUT019,Small,Tier 1,Grocery Store,306.268,1.5256483354518353,High Sales,28
FDL20,17.1,Low Fat,0.128937661,112.3886,OUT018,Medium,Tier 3,Supermarket Type2,1779.0176,0.9286023019624825,High Sales,4
FDV32,7.785,Low Fat,0.088846306,61.451,OUT049,Medium,Tier 1,Supermarket Type1,759.012,0.9237238330945347,High Sales,14
FDJ34,11.8,Regular,0.09357779,125.9704,OUT013,High,Tier 3,Supermarket Type1,1877.556,0.9982383511881217,High Sales,26
FDG08,13.15,Regular,0.165694678,171.8764,OUT045,Small,Tier 2,Supermarket Type1,3779.0808,0.9273093912852362,High Sales,11
FDQ04,12.6,Low Fat,0.148392623,41.5796,OUT019,Small,Tier 1,Grocery Store,41.2796,1.5260667100097534,Medium Sales,28
FDW13,8.5,Low Fat,0.098438394,51.1324,OUT017,Small,Tier 2,Supermarket Type1,259.662,0.8796766140909912,High Sales,6
NCI17,8.645,Non-Consumable,0.143303291,96.341,OUT013,High,Tier 3,Supermarket Type1,193.082,0.9242293584519503,Low Sales,26
FDY03,17.6,Regular,0.076276208,110.9202,OUT045,Small,Tier 2,Supermarket Type1,1687.803,0.8765027676307248,Medium Sales,11
FDS12,9.1,Low Fat,0.175103435,127.5362,OUT017,Small,Tier 2,Supermarket Type1,4655.9394,0.8796766150349392,Low Sales,6
FDJ55,12.8,Regular,0.023511371,225.9404,OUT013,High,Tier 3,Supermarket Type1,4950.8888,0.9288589687622343,Medium Sales,26
DRK01,7.63,Low Fat,0.06105276,95.4436,OUT035,Small,Tier 2,Supermarket Type1,1418.154,0.9221155171880653,Low Sales,9
FDG28,9.285,Regular,0.049559042,246.4144,OUT017,Small,Tier 2,Supermarket Type1,1225.072,1.0172799147779095,Medium Sales,6
FDY38,13.6,Regular,0.119418124,231.03,OUT045,Small,Tier 2,Supermarket Type1,5359.69,0.9241603470477054,High Sales,11
FDN01,8.895,Low Fat,0.072545601,176.237,OUT045,Small,Tier 2,Supermarket Type1,1764.37,0.8852803769322726,Medium Sales,11
NCR54,16.35,Non-Consumable,0.090486828,195.211,OUT013,High,Tier 3,Supermarket Type1,2553.343,0.9240453362428582,High Sales,26
FDG29,17.6,Low Fat,0.056245075,43.3454,OUT013,High,Tier 3,Supermarket Type1,1006.6896,0.9982383454996631,Medium Sales,26
FDG24,7.975,Low Fat,0.014618973,85.225,OUT013,High,Tier 3,Supermarket Type1,1081.925,0.9982383389253316,Low Sales,26
FDG59,15.85,Low Fat,0.043479126,36.7164,OUT017,Small,Tier 2,Supermarket Type1,308.9312,0.9299777995777229,High Sales,6
FDM28,15.7,Low Fat,0.045166237,178.666,OUT013,High,Tier 3,Supermarket Type1,2516.724,0.8740008676956751,Medium Sales,26
FDW04,8.985,Regular,0.057827101,128.831,OUT046,Small,Tier 1,Supermarket Type1,1428.141,1.0140923391842127,Medium Sales,16
FDS26,20.35,Low Fat,0.089394766,260.1594,OUT013,High,Tier 3,Supermarket Type1,2093.2752,0.9288589881354257,High Sales,26
FDQ56,6.59,Low Fat,0.10550944,85.6908,OUT013,High,Tier 3,Supermarket Type1,1929.4884,0.9288589857726305,High Sales,26
FDK51,19.85,Low Fat,0.005234153,264.0884,OUT035,Small,Tier 2,Supermarket Type1,5829.7448,0.933087570717523,High Sales,9
FDL22,16.85,Low Fat,0.036390174,91.4488,OUT046,Small,Tier 1,Supermarket Type1,2082.6224,0.9222899094965641,High Sales,16
FDH19,12.6,Low Fat,0.03292824,173.1738,OUT027,Medium,Tier 3,Supermarket Type3,7298.4996,0.9178236980226446,Medium Sales,28
FDY55,16.75,Low Fat,0.081252534,256.4988,OUT013,High,Tier 3,Supermarket Type1,7452.9652,1.1217657820449003,High Sales,26
FDY03,17.6,Regular,0.076552407,110.5202,OUT017,Small,Tier 2,Supermarket Type1,450.0808,0.8796766169117068,Medium Sales,6
FDK21,7.905,Low Fat,0.016758569,250.4408,OUT010,Small,Tier 3,Grocery Store,500.6816,1.5560143998299834,High Sales,15
FDZ10,12.6,Low Fat,0.044248175,126.202,OUT027,Medium,Tier 3,Supermarket Type3,3668.558,0.8673835754364384,High Sales,28
FDZ32,7.785,Regular,0.038288087,103.1964,OUT018,Medium,Tier 3,Supermarket Type2,736.3748,0.9285140817525539,High Sales,4
NCZ18,7.825,Non-Consumable,0.186032678,253.0698,OUT035,Small,Tier 2,Supermarket Type1,6088.0752,0.9252575993878325,High Sales,9
NCF07,12.6,Non-Consumable,0.031867464,101.0016,OUT027,Medium,Tier 3,Supermarket Type3,2125.2336,0.9942317063470044,High Sales,28
DRE49,20.75,Low Fat,0.021370201,153.0024,OUT017,Small,Tier 2,Supermarket Type1,2277.036,0.9634429827892376,Low Sales,6
FDJ08,12.6,Low Fat,0.193772568,190.3846,OUT019,Small,Tier 1,Grocery Store,573.2538,1.614810586070222,High Sales,28
FDT39,6.26,Regular,0.009866049,151.1366,OUT035,Small,Tier 2,Supermarket Type1,2267.049,0.8745633864145879,Medium Sales,9
FDE08,18.2,Low Fat,0.082551042,147.3734,OUT010,Small,Tier 3,Grocery Store,296.9468,1.4448007383471568,High Sales,15
NCD06,13,Non-Consumable,0.099729888,46.306,OUT018,Medium,Tier 3,Supermarket Type2,559.272,0.926046939350608,High Sales,4
FDB57,20.25,Regular,0.018801549,222.1772,OUT035,Small,Tier 2,Supermarket Type1,5559.43,0.9221155258126473,High Sales,9
NCT54,8.695,Non-Consumable,0.119721451,95.5094,OUT049,Medium,Tier 1,Supermarket Type1,1237.7222,1.013130822212908,High Sales,14
DRF49,7.27,Low Fat,0.071222087,113.5518,OUT045,Small,Tier 2,Supermarket Type1,569.259,0.9241603497087073,Low Sales,11
FDM25,12.6,Regular,0.060371962,174.0712,OUT027,Medium,Tier 3,Supermarket Type3,3866.9664,0.8673442090197672,Medium Sales,28
FDF20,12.85,Low Fat,0.033287541,198.4768,OUT045,Small,Tier 2,Supermarket Type1,1379.5376,0.8765027741690059,High Sales,11
FDH27,7.075,Low Fat,0.05858462,142.7128,OUT018,Medium,Tier 3,Supermarket Type2,1869.5664,0.878292072097997,High Sales,4
FDV60,12.6,Regular,0.11679292,196.211,OUT027,Medium,Tier 3,Supermarket Type3,5499.508,0.8671457748867251,Low Sales,28
FDY59,8.195,Low Fat,0.031452265,94.3462,OUT049,Medium,Tier 1,Supermarket Type1,925.462,0.9349353491120208,Low Sales,14
FDK36,7.09,Low Fat,0.00721395,47.9034,OUT035,Small,Tier 2,Supermarket Type1,583.2408,0.9333075338590947,Low Sales,9
NCM31,6.095,Non-Consumable,0.081196619,141.4154,OUT046,Small,Tier 1,Supermarket Type1,1418.154,0.933025686516824,Low Sales,16
FDE33,19.35,Regular,0.049916364,80.2644,OUT017,Small,Tier 2,Supermarket Type1,942.7728,0.8796766174714683,High Sales,6
FDU36,6.15,Low Fat,0.04627095,99.3384,OUT046,Small,Tier 1,Supermarket Type1,2364.9216,0.9243238451323195,Low Sales,16
FDV13,12.6,Regular,0.02747716,87.9856,OUT027,Medium,Tier 3,Supermarket Type3,3251.7672,0.9942317022195514,High Sales,28
FDV20,12.6,Regular,0.104704537,125.2678,OUT019,Small,Tier 1,Grocery Store,254.3356,1.5265977832228708,High Sales,28
NCQ54,17.7,Non-Consumable,0.012540003,167.0474,OUT035,Small,Tier 2,Supermarket Type1,5895.659,0.9330366574356924,High Sales,9
FDO23,17.85,Low Fat,0.147023834,93.7436,OUT018,Medium,Tier 3,Supermarket Type2,1134.5232,0.9288173732205792,High Sales,4
DRE60,9.395,Low Fat,0.159657596,224.972,OUT045,Small,Tier 2,Supermarket Type1,7696.648,0.9241603421614242,Low Sales,11
DRP47,15.75,Low Fat,0.141398626,250.5382,OUT017,Small,Tier 2,Supermarket Type1,2775.7202,0.8763482196000713,Medium Sales,6
FDB21,7.475,Low Fat,0.148821808,241.2854,OUT045,Small,Tier 2,Supermarket Type1,5317.0788,0.9261984002709812,High Sales,11
FDR04,7.075,Low Fat,0.021757498666666666,98.0068,OUT018,Medium,Tier 3,Supermarket Type2,874.8612,0.8999999999999999,Medium Sales,4
FDX23,6.445,Low Fat,0.029691762,92.6436,OUT046,Small,Tier 1,Supermarket Type1,1039.9796,0.9296325958710085,Low Sales,16
FDX19,19.1,Low Fat,0.096715523,235.0958,OUT035,Small,Tier 2,Supermarket Type1,3038.0454,0.9294568167708253,High Sales,9
FDD40,20.25,Regular,0.014790559,193.6162,OUT035,Small,Tier 2,Supermarket Type1,3848.324,0.929456797546824,High Sales,9
FDA01,15,Regular,0.054378253,59.1904,OUT046,Small,Tier 1,Supermarket Type1,527.3136,0.9296325996045802,High Sales,16
FDS33,6.67,Regular,0.123428594,89.1514,OUT046,Small,Tier 1,Supermarket Type1,2390.8878,0.9519189989556308,High Sales,16
FDM50,12.6,Regular,0.029943463,60.222,OUT027,Medium,Tier 3,Supermarket Type3,1677.816,1.0158496359546068,High Sales,28
FDB29,16.7,Regular,0.052368061,112.7176,OUT013,High,Tier 3,Supermarket Type1,801.6232,0.9982383571560172,Medium Sales,26
FDF46,7.07,Low Fat,0.093861144,115.5834,OUT045,Small,Tier 2,Supermarket Type1,1267.0174,0.9268750438140394,High Sales,11
FDA33,6.48,Low Fat,0.033968647,148.0076,OUT045,Small,Tier 2,Supermarket Type1,886.8456,1.0010958782066635,High Sales,11
FDC08,19,Regular,0.173154079,228.272,OUT010,Small,Tier 3,Grocery Store,452.744,1.5616937171759717,High Sales,15
FDB53,13.35,Low Fat,0.139735226,147.5392,OUT045,Small,Tier 2,Supermarket Type1,3877.6192,0.9271417270719504,Medium Sales,11
FDY31,12.6,Low Fat,0.043351896,146.6418,OUT027,Medium,Tier 3,Supermarket Type3,4414.254,0.8704928748826658,High Sales,28
DRQ35,12.6,Low Fat,0.042086652,122.4388,OUT027,Medium,Tier 3,Supermarket Type3,5448.9072,0.917823676036887,Medium Sales,28
FDX36,9.695,Regular,0.12848269,223.9404,OUT049,Medium,Tier 1,Supermarket Type1,4950.8888,0.8760887651053628,Low Sales,14
DRD13,15,Low Fat,0.049357077,62.6168,OUT017,Small,Tier 2,Supermarket Type1,958.752,1.0047208979058408,Low Sales,6
FDC52,11.15,Regular,0.008326735,149.9708,OUT017,Small,Tier 2,Supermarket Type1,1956.1204,0.9300461258882928,High Sales,6
FDB45,20.85,Low Fat,0.021362955,103.2306,OUT049,Medium,Tier 1,Supermarket Type1,2404.2038,0.9237238361291523,High Sales,14
NCK19,9.8,Non-Consumable,0.151420934,194.3478,OUT010,Small,Tier 3,Grocery Store,387.4956,1.5560143878251977,Low Sales,15
FDV51,16.35,Low Fat,0.032511818,165.0842,OUT013,High,Tier 3,Supermarket Type1,994.7052,0.9288589774584002,Medium Sales,26
FDZ35,9.6,Regular,0.022323658,101.299,OUT045,Small,Tier 2,Supermarket Type1,1754.383,0.9268750361248366,High Sales,11
NCW17,12.6,Non-Consumable,0.019292355,129.9994,OUT027,Medium,Tier 3,Supermarket Type3,3340.9844,0.9089075832795482,Low Sales,28
FDV59,13.35,Low Fat,0.048124443,216.7166,OUT045,Small,Tier 2,Supermarket Type1,3918.8988,0.9353771608542315,High Sales,11
DRH39,20.7,Low Fat,0.09261307,76.367,OUT013,High,Tier 3,Supermarket Type1,306.268,0.9591250525981512,High Sales,26
FDN60,12.6,Low Fat,0.094697274,158.4604,OUT027,Medium,Tier 3,Supermarket Type3,4278.4308,0.9178236856661625,Low Sales,28
FDU55,16.2,Low Fat,0.035984104,260.6278,OUT045,Small,Tier 2,Supermarket Type1,4425.5726,1.0010958913637158,High Sales,11
FDN58,12.6,Regular,0.056596985,230.9984,OUT027,Medium,Tier 3,Supermarket Type3,9267.936,0.9942317062330958,High Sales,28
FDC41,12.6,Low Fat,0.2047,76.867,OUT019,Small,Tier 1,Grocery Store,229.701,1.5315371992780884,Medium Sales,28
FDO01,12.6,Regular,0.020618324,129.39940000000001,OUT027,Medium,Tier 3,Supermarket Type3,2055.9904,0.8704928726402348,Medium Sales,28
NCO43,5.5,Non-Consumable,0.04709821,101.3016,OUT046,Small,Tier 1,Supermarket Type1,3339.6528,0.9332640292832791,Low Sales,16
FDQ07,15.1,Regular,0.087584126,221.7456,OUT045,Small,Tier 2,Supermarket Type1,6410.3224,0.9241603416870947,High Sales,11
FDF28,15.7,Regular,0.038078899,122.9046,OUT017,Small,Tier 2,Supermarket Type1,1992.0736,0.8796766071141574,Medium Sales,6
FDM01,7.895,Regular,0.095102092,104.4332,OUT017,Small,Tier 2,Supermarket Type1,2870.9296,1.020828662751634,Medium Sales,6
FDY49,12.6,Regular,0.011953902,164.5184,OUT027,Medium,Tier 3,Supermarket Type3,2807.0128,0.9178236769021234,High Sales,28
FDR24,17.35,Regular,0.062799379,88.183,OUT013,High,Tier 3,Supermarket Type1,539.298,0.9215224037828079,Low Sales,26
NCY18,7.285,Non-Consumable,0.031125709,174.3054,OUT013,High,Tier 3,Supermarket Type1,4377.635,0.9288589776234623,High Sales,26
NCY30,20.25,Non-Consumable,0.026005891,180.9976,OUT045,Small,Tier 2,Supermarket Type1,2716.464,0.9241603339730614,High Sales,11
FDJ22,12.6,Low Fat,0.09246392,190.9504,OUT019,Small,Tier 1,Grocery Store,383.5008,1.614810583815551,High Sales,28
DRI37,15.85,Low Fat,0.107765165,59.5904,OUT049,Medium,Tier 1,Supermarket Type1,703.0848,0.9310779324096833,Low Sales,14
FDL27,6.17,Low Fat,0.010647477,66.3826,OUT049,Medium,Tier 1,Supermarket Type1,1937.478,0.9344762938975697,Medium Sales,14
NCO30,19.5,Non-Consumable,0.015749341,182.2608,OUT049,Medium,Tier 1,Supermarket Type1,3307.6944,0.8727897486894987,High Sales,14
NCB07,19.2,Non-Consumable,0.077628053,197.611,OUT049,Medium,Tier 1,Supermarket Type1,3142.576,0.9310779398322231,High Sales,14
FDX25,16.7,Low Fat,0.0765955085,181.2292,OUT018,Medium,Tier 3,Supermarket Type2,2554.0088,0.8,High Sales,4
FDP59,20.85,Regular,0.056695731,104.0648,OUT018,Medium,Tier 3,Supermarket Type2,1869.5664,0.8782920613369889,High Sales,4
FDR59,14.5,Regular,0.063993068,260.4594,OUT045,Small,Tier 2,Supermarket Type1,5494.8474,0.9315179241643349,High Sales,11
FDT27,11.395,Regular,0.069529262,233.1616,OUT013,High,Tier 3,Supermarket Type1,6093.4016,0.8740008585889412,Medium Sales,26
DRI01,7.97,Low Fat,0.034452949,174.0422,OUT046,Small,Tier 1,Supermarket Type1,2586.633,0.9594136606472089,Low Sales,16
FDU09,7.71,Regular,0.06670068,55.2956,OUT049,Medium,Tier 1,Supermarket Type1,1255.6988,0.9229596468738426,High Sales,14
FDH26,19.25,Regular,0.034699737,141.7496,OUT046,Small,Tier 1,Supermarket Type1,4093.3384,0.9222899202330122,High Sales,16
FDH27,7.075,Low Fat,0.058346939,142.2128,OUT046,Small,Tier 1,Supermarket Type1,3163.8816,0.8747287932376353,High Sales,16
FDN39,12.6,Regular,0.065203103,166.0816,OUT027,Medium,Tier 3,Supermarket Type3,5033.448,1.0058126123571027,Medium Sales,28
FDH40,11.6,Regular,0.078929571,79.9276,OUT046,Small,Tier 1,Supermarket Type1,1137.1864,0.8747287877182545,Medium Sales,16
FDJ56,12.6,Low Fat,0.182514881,98.77,OUT027,Medium,Tier 3,Supermarket Type3,2696.49,0.9178236859625127,High Sales,28
DRN47,12.1,Low Fat,0.016895293,178.566,OUT018,Medium,Tier 3,Supermarket Type2,898.83,0.8751548969462426,Medium Sales,4
NCO17,10,Non-Consumable,0.073379745,118.244,OUT046,Small,Tier 1,Supermarket Type1,2756.412,0.9490027869166751,Low Sales,16
FDX60,14.35,Low Fat,0.08075758,81.896,OUT045,Small,Tier 2,Supermarket Type1,878.856,1.0010958910214347,Low Sales,11
FDT22,10.395,Low Fat,0.112271498,58.222,OUT049,Medium,Tier 1,Supermarket Type1,659.142,0.923723834837091,High Sales,14
FDX26,12.6,Low Fat,0.153741385,182.6292,OUT019,Small,Tier 1,Grocery Store,182.4292,1.5256483439637871,High Sales,28
FDG45,8.1,Low Fat,0.127929521,211.4902,OUT013,High,Tier 3,Supermarket Type1,3610.6334,1.0103012530832567,High Sales,26
FDD44,8.05,Regular,0.07838564,256.4646,OUT035,Small,Tier 2,Supermarket Type1,5153.292,1.0144807760434214,High Sales,9
FDS15,9.195,Regular,0.078502143,108.7596,OUT017,Small,Tier 2,Supermarket Type1,2588.6304,0.8796766108393335,Medium Sales,6
FDL51,20.7,Regular,0.047684831,212.5876,OUT018,Medium,Tier 3,Supermarket Type2,1286.3256,0.926046936924342,High Sales,4
FDL32,15.7,Regular,0.123159656,110.1544,OUT017,Small,Tier 2,Supermarket Type1,1230.3984,0.8637352236915677,High Sales,6
FDZ07,12.6,Regular,0.0885665866,60.2194,OUT027,Medium,Tier 3,Supermarket Type3,1733.7432,0.8333333333333333,High Sales,28
NCW53,12.6,Non-Consumable,0.053392944,193.8162,OUT019,Small,Tier 1,Grocery Store,384.8324,1.6148105940116724,Low Sales,28
